taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence,subspecies,form
Rhynchops_niger,75.38,Brown_etal_2018,1.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,,94,,
Rhynchopsitta_pachyrhyncha,336.7,Lislevand_etal_2007-Wilman_etal_2014-AnAge-rdataretriever-bird-size_rdataretriever-amniote-life-hist,5.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,Rhynchopsitta pachyrhyncha,99,,
Rhynchopsitta_terrisi,440.0,Wilman_etal_2014-Cai_etal_2025-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,Rhynchopsitta terrisi,99,,
Rhynchortyx_cinctus,152.5,Wilman_etal_2014-Cai_etal_2025-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Rhynchortyx,Rhynchortyx cinctus,99,,
Rhynchospiza_stolzmanni,25.65,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Rhynchospiza,Rhynchospiza stolzmanni,99,,
Rhynchospiza_strigiceps,22.15,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Rhynchospiza,Rhynchospiza strigiceps,99,,
Rhynchostruthus_louisae,29.34,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhynchostruthus,Rhynchostruthus louisae,99,,
Rhynchostruthus_percivali,29.35,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhynchostruthus,Rhynchostruthus percivali,99,,
Rhynchostruthus_socotranus,29.35,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhynchostruthus,Rhynchostruthus socotranus,99,,
Rhynchotus_maculicollis,826.7,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Rhynchotus,Rhynchotus maculicollis,99,,
Rhynchotus_rufescens,826.7,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Rhynchotus,Rhynchotus rufescens,99,,
Rhynochetos_jubatus,860.0,Wilman_etal_2014-Cai_etal_2025-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Eurypygiformes,Rhynochetidae,Rhynochetos,Rhynochetos jubatus,99,,
Rhyticeros_narcondami,725.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,Rhyticeros narcondami,99,,
Rhyticeros_plicatus,1737.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,Rhyticeros plicatus,98,,
Rhyticeros_subruficollis,1803.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,Rhyticeros subruficollis,99,,
Rhyticeros_undulatus,2242.0,Cai_etal_2025-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,Rhyticeros undulatus,99,,
Rhytipterna_holerythra,36.8,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhytipterna,Rhytipterna holerythra,99,,
Rhytipterna_immunda,27.42,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhytipterna,Rhytipterna immunda,99,,
Rhytipterna_simplex,32.1,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhytipterna,Rhytipterna simplex,99,,
Riama_achlyens,17.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Oreosaurus,Oreosaurus achlyens,98,,
Riama_afrania,15.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Andinosaura,Andinosaura afrania,98,,
Riama_anatoloros,5.8,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama anatoloros,99,,
Riama_aurea,4.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Andinosaura,Andinosaura aurea,98,,
Riama_balneator,6.3,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama balneator,99,,
Riama_cashcaensis,9.417,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama cashcaensis,99,,
Riama_colomaromani,15.0,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama colomaromani,99,,
Riama_columbiana,12.68,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama columbiana,99,,
Riama_crypta,7.8,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Andinosaura,Andinosaura crypta,98,,
Riama_hyposticta,13.8,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama hyposticta,99,,
Riama_inanis,2.991,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama inanis,99,,
Riama_kiziriani,5.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Andinosaura,Andinosaura kiziriani,98,,
Riama_labionis,4.918,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama labionis,99,,
Riama_laevis,9.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Andinosaura,Andinosaura laevis,98,,
Riama_laudahnae,6.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Proctoporus,Proctoporus laudahnae,98,,
Riama_luctuosa,20.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Oreosaurus,Oreosaurus luctuosus,98,,
Riama_meleagris,12.78,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama meleagris,99,,
Riama_oculata,17.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Andinosaura,Andinosaura oculata,98,,
Riama_orcesi,5.8,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama orcesi,99,,
Riama_petrorum,10.8,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Andinosaura,Andinosaura petrorum,98,,
Riama_raneyi,13.82,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama raneyi,99,,
Riama_rhodogaster,2.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Oreosaurus,Oreosaurus rhodogaster,98,,
Riama_shrevei,2.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Oreosaurus,Oreosaurus shrevei,98,,
Riama_simotera,12.22,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama simotera,99,,
Riama_stellae,2.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Andinosaura,Andinosaura stellae,98,,
Riama_stigmatoral,12.22,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama stigmatoral,99,,
Riama_striata,5.977,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama striata,99,,
Riama_unicolor,7.482,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama unicolor,99,,
Riama_vespertina,7.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama vespertina,99,,
Riama_vieta,3.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama vieta,99,,
Riama_yumborum,4.698,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riama,Riama yumborum,99,,
Ridgwayia_pinicola,88.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Passeriformes,Turdidae,Ridgwayia,Ridgwayia pinicola,99,,
Rieppeleon_brachyurus,3.6,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Rieppeleon,Rieppeleon brachyurus,99,,
Rieppeleon_brevicaudatus,10.68,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Rieppeleon,Rieppeleon brevicaudatus,99,,
Rieppeleon_kerstenii,9.206,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Rieppeleon,Rieppeleon kerstenii,99,,
Rigidipenna_inexpectata,173.3,Wilman_etal_2014-Cai_etal_2025-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Caprimulgiformes,Podargidae,Rigidipenna,Rigidipenna inexpectata,99,,
Rimator_albostriatus,19.47,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Rimator,Rimator albostriatus,99,,
Rimator_malacoptilus,19.47,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Rimator,Rimator malacoptilus,99,,
Rimator_pasquieri,19.47,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Rimator,Rimator pasquieri,99,,
Rineloricaria_hasemani,70.17,fishbase,1.0,Animalia,Chordata,,Siluriformes,Loricariidae,Rineloricaria,Rineloricaria hasemani,99,,
Riolama_inopinata,1.618,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riolama,Riolama inopinata,99,,
Riolama_leucosticta,1.116,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riolama,Riolama leucosticta,99,,
Riolama_luridiventris,1.485,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riolama,Riolama luridiventris,99,,
Riolama_uzzelli,1.395,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Riolama,Riolama uzzelli,99,,
Riparia_chinensis,12.15,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia chinensis,99,,
Riparia_cincta,23.14,Wilman_etal_2014-rdataretriever-bird-size_rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia cincta,99,,
Riparia_congica,16.5,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia congica,99,,
Riparia_diluta,13.4,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia diluta,99,,
Riparia_paludicola,12.89,Wilman_etal_2014-rdataretriever-bird-size_rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia paludicola,99,,
Riparia_riparia,11.5,Brown_etal_2018-Wilman_etal_2014-Quaardvark-AnAge-rdataretriever-bird-size_rdataretriever-amniote-life-hist,6.0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,99,,
Riptortus_pedestris,0.0652,Hirt_etal_2017,1.0,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Riptortus,Riptortus pedestris,99,,
Rissa_brevirostris,326.9,Brown_etal_2018-Lislevand_etal_2007-Wilman_etal_2014-AnAge-rdataretriever-bird-size_rdataretriever-amniote-life-hist,6.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,Rissa brevirostris,99,,
Rissa_tridactyla,344.4,Brown_etal_2018-Lislevand_etal_2007-Wilman_etal_2014-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-bird-size_rdataretriever-amniote-life-hist,8.0,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,Rissa tridactyla,99,,
Ristella_beddomii,1.108,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Scincidae,Ristella,Ristella beddomii,99,,
Ristella_guentheri,1.108,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Scincidae,Ristella,Ristella guentheri,99,,
Ristella_rurkii,1.89,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Scincidae,Ristella,Ristella rurkii,99,,
Ristella_travancorica,1.108,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Scincidae,Ristella,Ristella travancorica,99,,
Rita_gogra,250.0,fishbase,1.0,Animalia,Chordata,,Siluriformes,Bagridae,Rita,Rita gogra,99,,
Rita_rita,28850.0,Cai_etal_2025-fishbase,2.0,Animalia,Chordata,,Siluriformes,Bagridae,Rita,Rita rita,99,,
Rita_sacerdotum,13560.0,fishbase,1.0,Animalia,Chordata,,Siluriformes,Bagridae,Rita,Rita sacerdotum,99,,
Rivulus_isthmensis,2.701,fishbase; Froese_2014,,Animalia,Chordata,,Cyprinodontiformes,Rivulidae,Cynodonichthys,Cynodonichthys isthmensis,98,,
Robertus_insignis,0.0008327,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Robertus,Robertus insignis,99,,
Robertus_sp,0.0004249,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Robertus,,94,,
Robinsia_catherinae,9.5,Cai_etal_2025,1.0,Animalia,Chordata,,Anguilliformes,Chlopsidae,Robinsia,Robinsia catherinae,99,,
Robsonius_rabori,61.0,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Robsonius,Robsonius rabori,99,,
Robsonius_sorsogonensis,61.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Robsonius,Robsonius sorsogonensis,99,,
Robustosergia_robusta,1.655,Pata_2025,1.0,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Robustosergia,Robustosergia robusta,99,,
Rocio_octofasciata,478.4,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Rocio,Rocio octofasciata,99,,
Rodriguesophis_chui,13.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Rodriguesophis,Rodriguesophis chui,99,,
Rodriguesophis_iglesiasi,36.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Rodriguesophis,Rodriguesophis iglesiasi,99,,
Rodriguesophis_scriptorcibatus,15.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Rodriguesophis,Rodriguesophis scriptorcibatus,99,,
Roeboides_dayi,24.5,fishbase,,Animalia,Chordata,,Characiformes,Characidae,Roeboides,Roeboides dayi,99,,
Roeboides_guatemalensis,15.49,fishbase; Froese_2014,,Animalia,Chordata,,Characiformes,Characidae,Roeboides,Roeboides guatemalensis,99,,
Roeboides_myersii,116.0,fishbase,1.0,Animalia,Chordata,,Characiformes,Characidae,Roeboides,Roeboides myersii,99,,
Roeboides_xenodon,19.0,fishbase,1.0,Animalia,Chordata,,Characiformes,Characidae,Roeboides,Roeboides xenodon,99,,
Rollandia_microptera,706.0,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Rollandia,Rollandia microptera,99,,
Rollandia_rolland,271.0,Lislevand_etal_2007-Wilman_etal_2014-rdataretriever-bird-size_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Rollandia,Rollandia rolland,99,,
Rollulus_rouloul,220.5,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Galliformes,Phasianidae,Rollulus,Rollulus rouloul,99,,
Romaleon_antennarium,900.0,sealifebase,1.0,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,Romaleon antennarium,99,,
Romaleon_setosum,307.0,Woff_1992,,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,Romaleon setosum,99,,
Romanogobio_albipinnatus,15.0,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Romanogobio,Romanogobio albipinnatus,99,,
Romerolagus_diazi,481.9,Smith_2003-Faurby_etal_2018-Quaardvark-rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist,6.0,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Romerolagus,Romerolagus diazi,98,,
Rondeletia_loricata,71.7,Cai_etal_2025,1.0,Animalia,Chordata,,Cetomimiformes,Rondeletiidae,Rondeletia,Rondeletia loricata,99,,
Rondonops_biscutatus,6.763,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Rondonops,Rondonops biscutatus,99,,
Rondonops_xanthomystax,7.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Gymnophthalmidae,Rondonops,Rondonops xanthomystax,99,,
Roraimia_adusta,16.07,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Roraimia,Roraimia adusta,99,,
Rostratula_australis,124.0,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,Rostratula,Rostratula australis,99,,
Rostratula_benghalensis,126.1,Wilman_etal_2014-Cai_etal_2025-rdataretriever-bird-size_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,Rostratula,Rostratula benghalensis,99,,
Rostratula_semicollaris,76.6,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,Nycticryphes,Nycticryphes semicollaris,98,,
Rostrhamus_hamatus,423.7,Lislevand_etal_2007-rdataretriever-bird-size,2.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Helicolestes,Helicolestes hamatus,98,,
Rostrhamus_sociabilis,345.9,Brown_etal_2018-Lislevand_etal_2007-Wilman_etal_2014-Quaardvark-AnAge-rdataretriever-bird-size_rdataretriever-amniote-life-hist,7.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,99,,
Rostrogobio_liaohensis,2.7,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio liaohensis,98,,
Rostroraja_texana,812.4,fishbase,1.0,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Rostroraja,Rostroraja texana,99,,
Rougetius_rougetii,149.1,Lislevand_etal_2007-Wilman_etal_2014-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rougetius,Rougetius rougetii,99,,
Rousettus_aegyptiacus,131.5,Smith_2003-Faurby_etal_2018-Cai_etal_2025-Quaardvark-rdataretriever-pantheria_rdataretriever-amniote-life-hist,6.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,99,,
Rousettus_amplexicaudatus,79.46,Smith_2003-Faurby_etal_2018-Cai_etal_2025-rdataretriever-pantheria_rdataretriever-amniote-life-hist,5.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus amplexicaudatus,99,,
Rousettus_bidens,147.1,Faurby_etal_2018-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Boneia,Boneia bidens,98,,
Rousettus_celebensis,58.56,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus celebensis,99,,
Rousettus_egyptiacus,146.0,AnAge,1.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,98,,
Rousettus_lanosus,103.5,Smith_2003-Faurby_etal_2018-Cai_etal_2025-AnAge-rdataretriever-pantheria_rdataretriever-amniote-life-hist,6.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Stenonycteris,Stenonycteris lanosus,98,,
Rousettus_leschenaulti,108.2,AnAge,1.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii,96,,
Rousettus_leschenaultii,92.41,Smith_2003-Faurby_etal_2018-Cai_etal_2025-rdataretriever-pantheria_rdataretriever-amniote-life-hist,5.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii,99,,
Rousettus_linduensis,90.8,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus linduensis,99,,
Rousettus_madagascariensis,63.9,Smith_2003-Faurby_etal_2018-Cai_etal_2025-rdataretriever-pantheria_rdataretriever-amniote-life-hist,5.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus madagascariensis,99,,
Rousettus_obliviosus,44.7,Smith_2003-Faurby_etal_2018-Cai_etal_2025-rdataretriever-pantheria_rdataretriever-amniote-life-hist,5.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus obliviosus,99,,
Rousettus_spinalatus,91.29,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus spinalatus,99,,
Rowettia_goughensis,46.11,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Rowettia,Rowettia goughensis,99,,
Rubigula_flaviventris,29.3,Cai_etal_2025,1.0,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus flaviventris,98,,
Rubrisciurus_rubriventer,688.3,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Rubrisciurus,Rubrisciurus rubriventer,98,,
Rucervus_duvaucelii,162500.0,Smith_2003-Faurby_etal_2018-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-pantheria_rdataretriever-amniote-life-hist,7.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus duvaucelii,99,,
Rucervus_eldii,93240.0,Smith_2003-Faurby_etal_2018-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-pantheria_rdataretriever-amniote-life-hist,7.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus eldii,99,,
Rucervus_schomburgki,109200.0,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,Rucervus schomburgki,99,,
Rudarius_ercodes,7.9,Cai_etal_2025,1.0,Animalia,Chordata,,Tetraodontiformes,Monacanthidae,Rudarius,Rudarius ercodes,99,,
Rukia_longirostra,21.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Rukia,Rukia longirostra,99,,
Rukia_ruki,21.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Rukia,Rukia ruki,99,,
Rungwecebus_kipunji,12000.0,Faurby_etal_2018-GalanAcedo_etal_2026-Quaardvark,3.0,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rungwecebus,Rungwecebus kipunji,99,,
Rupicapra_pyrenaica,31680.0,Smith_2003-Hirt_etal_2017-Faurby_etal_2018-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-pantheria_rdataretriever-amniote-life-hist,8.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra pyrenaica,99,,
Rupicapra_rupicapra,30900.0,Brown_etal_2018-Smith_2003-Tucker_etal_2014a-Tucker_etal_2014b-Hirt_etal_2017-Faurby_etal_2018-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist,12.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra,99,,
Rupicola_peruviana,273.3,Lislevand_etal_2007-rdataretriever-bird-size,2.0,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Rupicola,Rupicola peruvianus,96,,
Rupicola_peruvianus,246.4,Wilman_etal_2014-Cai_etal_2025-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Rupicola,Rupicola peruvianus,99,,
Rupicola_rupicola,192.9,Wilman_etal_2014-AnAge-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Rupicola,Rupicola rupicola,99,,
Rupornis_magnirostris,276.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,99,,
Rusa_alfredi,48620.0,Smith_2003-Faurby_etal_2018-Cai_etal_2025-Quaardvark-rdataretriever-pantheria_rdataretriever-amniote-life-hist,6.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa alfredi,99,,
Rusa_marianna,49860.0,Smith_2003-Faurby_etal_2018-AnAge-rdataretriever-pantheria_rdataretriever-amniote-life-hist,5.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa marianna,99,,
Rusa_nana,169000.0,Smith_2003,1.0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa nana,81,,
Rusa_timorensis,72840.0,Smith_2003-Faurby_etal_2018-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-pantheria_rdataretriever-amniote-life-hist,7.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa timorensis,99,,
Rusa_unicolor,180700.0,Smith_2003-Faurby_etal_2018-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-pantheria_rdataretriever-amniote-life-hist,7.0,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa unicolor,99,,
Rusingoryx_atopocranion,150000.0,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rusingoryx,Rusingoryx atopocranion,99,,
Rutilus_frisii,4692.0,AnAge-fishbase,2.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Rutilus,Rutilus frisii,99,,
Rutilus_meidingeri,5052.0,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Rutilus,Rutilus meidingeri,99,,
Rutilus_pigus,3068.0,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Rutilus,Rutilus pigus,99,,
